text,sentiment,timestamp,user,text_length,word_count
Bitcoin mining difficulty increased by 8%,neutral,2024-04-02 14:04:00,futures_guy,41,6
Bitcoin fear and greed index: 76.21,neutral,2024-04-02 15:03:00,financial_freedom,35,6
Bitcoin UTXO set size reached 31479 million,neutral,2024-04-02 15:27:00,nft_collector,43,7
Current block height is 811572,neutral,2024-04-02 17:33:00,payment_network,30,5
Coinbase premium: 6% currently,neutral,2024-04-02 19:40:00,bitcoin_teacher,30,4
This bull run will be epic! Bitcoin to 55k,positive,2024-04-02 20:06:00,market_maker,42,9
Bitcoin node count increased to 3762,neutral,2024-04-02 22:15:00,btc_analyst,36,6
Bitcoin fear and greed index: 60.23,neutral,2024-04-02 23:25:00,store_of_value,35,6
Average Bitcoin transaction size is 107 bytes,neutral,2024-04-03 01:29:00,trader_joe,45,7
Bitcoin difficulty adjustment in 728 days,neutral,2024-04-03 04:05:00,financial_freedom,41,6
Total Bitcoin addresses with balance: 26369 million,neutral,2024-04-03 04:44:00,early_adopter,51,7
Bitcoin blockchain size reached 111 GB,neutral,2024-04-03 05:49:00,satoshi_fan,38,6
Bitcoin difficulty adjustment in 1106 days,neutral,2024-04-03 12:42:00,lightning_wallet,42,6
Bitcoin mining difficulty at 72 trillion,neutral,2024-04-03 13:28:00,kyc_hater,40,6
Bitcoin realized cap: $98662 billion,neutral,2024-04-03 17:34:00,millennial_investor,36,5
Bitcoin segwit adoption rate is 17 percent,neutral,2024-04-03 20:58:00,paper_wallet,42,7
Bitcoin dominance currently at 10%,neutral,2024-04-03 22:23:00,gen_z_crypto,34,5
NVT ratio currently: 45.13,neutral,2024-04-03 22:56:00,mining_pro,26,4
Bitcoin price consolidating around 88k,neutral,2024-04-04 01:12:00,inflation_hedge,38,5
Unconfirmed transactions: 30741 in mempool,neutral,2024-04-04 09:48:00,bull_trader,42,5
Network difficulty retarget in 97 hours,neutral,2024-04-04 12:33:00,paper_wallet,39,6
Bitcoin Puell Multiple reading: 23.84,neutral,2024-04-04 18:33:00,anon_trader,37,5
Bitcoin stock to flow ratio: 1.77,neutral,2024-04-04 20:43:00,open_source,33,6
Average Bitcoin fee per transaction: 1.9 dollars,neutral,2024-04-05 00:11:00,asic_farmer,48,7
Bitcoin exchange reserves: 94160 BTC,neutral,2024-04-05 00:18:00,digital_gold,36,5
Bitcoin mining difficulty at 74 trillion,neutral,2024-04-05 03:18:00,payment_network,40,6
Bitcoin fear and greed index: 17.72,neutral,2024-04-05 04:26:00,on_chain_guy,35,6
Bitcoin velocity indicator at 36.03,neutral,2024-04-05 06:15:00,security_first,35,5
Bitcoin market cap is 578 billion dollars,neutral,2024-04-05 06:25:00,store_of_value,41,7
Realized profit loss ratio: 0.72,neutral,2024-04-05 12:25:00,dca_investor,32,5
Coinbase premium: 1% currently,neutral,2024-04-05 15:57:00,sound_money,30,4
Bitcoin trading volume: $42292M today,neutral,2024-04-05 16:32:00,bitcoin_teacher,37,5
Bitcoin difficulty adjustment in 289 days,neutral,2024-04-05 17:36:00,node_runner,41,6
Bitcoin stock to flow ratio: 0.51,neutral,2024-04-05 23:03:00,keynesian_critic,33,6
Bitcoin accepted at 35791 merchants worldwide,positive,2024-04-06 00:51:00,millennial_investor,45,6
Network difficulty retarget in 160 hours,neutral,2024-04-06 01:06:00,deflation_lover,40,6
Bitcoin UTXO set size reached 35326 million,neutral,2024-04-06 01:41:00,swing_trader,43,7
Lightning Network channels: 30627 active,neutral,2024-04-06 05:29:00,scalper_pro,40,5
Bitcoin dominance currently at 47%,neutral,2024-04-06 06:40:00,gen_z_crypto,34,5
Daily Bitcoin transactions averaging 44159k,neutral,2024-04-06 07:11:00,hodler_mike,43,5
Bitcoin difficulty adjustment in 627 days,neutral,2024-04-06 10:10:00,halving_counter,41,6
Network difficulty retarget in 249 hours,neutral,2024-04-06 16:34:00,payment_network,40,6
Bitcoin price consolidating around 37k,neutral,2024-04-06 18:33:00,kyc_hater,38,5
Bitcoin nodes distributed across 144 countries,neutral,2024-04-06 19:02:00,yield_farmer,46,6
Bitcoin fear and greed index: 15.91,neutral,2024-04-06 22:22:00,hard_money,35,6
Bitcoin nodes distributed across 126 countries,neutral,2024-04-07 01:51:00,sound_money,46,6
Network difficulty retarget in 35 hours,neutral,2024-04-07 07:00:00,defi_explorer,39,6
Current block height is 811724,neutral,2024-04-07 09:36:00,multisig_user,30,5
Bitcoin stock to flow ratio: 1.74,neutral,2024-04-07 10:31:00,deflation_lover,33,6
Bitcoin taproot upgrade activated 3 years ago,neutral,2024-04-07 16:23:00,payment_network,45,7
Bitcoin realized cap: $54916 billion,neutral,2024-04-07 16:27:00,mempool_observer,36,5
Bitcoin at 89k. Same as yesterday,neutral,2024-04-07 17:28:00,dao_member,33,6
Bitcoin mining difficulty at 53 trillion,neutral,2024-04-07 21:29:00,asic_farmer,40,6
Active Bitcoin addresses: 44947 million,neutral,2024-04-07 23:27:00,yield_farmer,39,5
Bitcoin inflation rate: 41% annually,neutral,2024-04-08 01:20:00,exchange_dev,36,5
Bitcoin market cap is 1041 billion dollars,neutral,2024-04-08 01:45:00,position_trader,42,7
Bitcoin segwit adoption rate is 39 percent,neutral,2024-04-08 04:49:00,technical_trader,42,7
Mempool size: 256 MB currently,neutral,2024-04-08 06:21:00,singlesig_simple,30,5
Total Bitcoin addresses with balance: 12362 million,neutral,2024-04-08 09:37:00,lightning_dev,51,7
Current Bitcoin mempool has 28487k transactions,neutral,2024-04-08 20:14:00,maximalist_tom,47,6
NVT ratio currently: 47.04,neutral,2024-04-08 22:34:00,store_of_value,26,4
Bitcoin accepted at 2241 merchants worldwide,positive,2024-04-08 23:10:00,bull_trader,44,6
Lightning Network capacity at 92053 BTC,neutral,2024-04-09 02:15:00,maximalist_tom,39,6
Bitcoin difficulty adjustment in 1317 days,neutral,2024-04-09 03:31:00,full_node_operator,42,6
Bitcoin hashrate: 312 EH/s currently,neutral,2024-04-09 05:06:00,mining_pool,36,5
Bitcoin average block size is 279 MB today,neutral,2024-04-09 06:36:00,arbitrage_king,42,8
Bitcoin trading volume: $43192M today,neutral,2024-04-09 08:50:00,multisig_user,37,5
Bitcoin UTXO set size reached 1416 million,neutral,2024-04-09 11:26:00,btc_analyst,42,7
Bitcoin Puell Multiple reading: 35.62,neutral,2024-04-09 12:01:00,wallet_dev,37,5
Bitcoin stock to flow ratio: 0.76,neutral,2024-04-09 13:15:00,hardware_wallet,33,6
Bitcoin Puell Multiple reading: 7.36,neutral,2024-04-09 13:47:00,lightning_wallet,36,5
Coinbase premium: 30% currently,neutral,2024-04-09 19:26:00,singlesig_simple,31,4
Current block height is 811216,neutral,2024-04-09 21:33:00,options_trader,30,5
Current Bitcoin mempool has 5868k transactions,neutral,2024-04-10 01:22:00,privacy_advocate,46,6
Bitcoin accepted at 40609 merchants worldwide,positive,2024-04-10 01:41:00,gen_z_crypto,45,6
Bitcoin velocity indicator at 64.74,neutral,2024-04-10 04:10:00,gen_z_crypto,35,5
Miner revenue today: $46 million,neutral,2024-04-10 06:01:00,retail_investor,32,5
Coins moved on-chain: 24354 BTC,neutral,2024-04-10 11:02:00,btc_analyst,31,5
Bitcoin realized cap: $80790 billion,neutral,2024-04-10 11:29:00,privacy_maxi,36,5
Mempool size: 92 MB currently,neutral,2024-04-10 12:21:00,nft_collector,29,5
Bitcoin UTXO set size reached 8997 million,neutral,2024-04-10 12:23:00,keynesian_critic,42,7
Lightning Network channels: 7114 active,neutral,2024-04-10 16:30:00,open_source,39,5
Miner revenue today: $38 million,neutral,2024-04-11 08:53:00,custodial_service,32,5
Bitcoin hashrate: 517 EH/s currently,neutral,2024-04-11 09:46:00,base_layer,36,5
Current block height is 813605,neutral,2024-04-11 10:03:00,crypto_skeptic,30,5
Mempool size: 104 MB currently,neutral,2024-04-11 10:41:00,market_maker,30,5
Bitcoin Puell Multiple reading: 11.36,neutral,2024-04-11 10:52:00,dca_investor,37,5
Unconfirmed transactions: 2242 in mempool,neutral,2024-04-11 12:41:00,silver_to_btc,41,5
Mempool size: 57 MB currently,neutral,2024-04-11 14:28:00,dca_investor,29,5
Total Bitcoin addresses with balance: 46665 million,neutral,2024-04-11 20:54:00,satoshi_fan,51,7
Current Bitcoin mempool has 6052k transactions,neutral,2024-04-11 21:42:00,full_node_operator,46,6
Bitcoin Puell Multiple reading: 85.92,neutral,2024-04-12 03:40:00,privacy_advocate,37,5
HODL waves showing 48% held over 1 year,neutral,2024-04-12 05:07:00,satoshi_fan,39,8
Bitcoin Puell Multiple reading: 43.04,neutral,2024-04-12 12:37:00,layer_two,37,5
Bitcoin trading volume: $10733M today,neutral,2024-04-12 13:35:00,gpu_miner,37,5
Bitcoin price consolidating around 76k,neutral,2024-04-12 15:50:00,lightning_fan,38,5
Current Bitcoin mempool has 38740k transactions,neutral,2024-04-12 16:03:00,crypto_news,47,6
Bitcoin inflation rate: 24% annually,neutral,2024-04-12 20:36:00,boomer_hodler,36,5
Active Bitcoin addresses: 47225 million,neutral,2024-04-12 21:34:00,full_node_operator,39,5
Average Bitcoin transaction size is 79 bytes,neutral,2024-04-13 03:04:00,financial_freedom,44,7
Bitcoin stock to flow ratio: 1.56,neutral,2024-04-13 04:15:00,bitcoin_core,33,6
Daily Bitcoin transactions averaging 17933k,neutral,2024-04-13 08:59:00,retail_investor,43,5
Bitcoin stock to flow ratio: 1.47,neutral,2024-04-13 14:36:00,bitcoin_core,33,6
Bitcoin node count increased to 15589,neutral,2024-04-13 16:45:00,payment_network,37,6
Bitcoin halving countdown: 413 days remaining,neutral,2024-04-13 16:48:00,anon_trader,45,6
Bitcoin stock to flow ratio: 1.39,neutral,2024-04-13 17:57:00,difficulty_watcher,33,6
Bitcoin exchange reserves: 97783 BTC,neutral,2024-04-13 23:24:00,inflation_hedge,36,5
Bitcoin mining difficulty increased by 29%,neutral,2024-04-13 23:49:00,payment_network,42,6
Bitcoin mining difficulty increased by 39%,neutral,2024-04-14 00:06:00,multisig_user,42,6
Bitcoin Puell Multiple reading: 47.99,neutral,2024-04-14 00:49:00,sats_stacker,37,5
Daily Bitcoin transactions averaging 37931k,neutral,2024-04-14 04:50:00,institutional_buyer,43,5
Bitcoin hashrate: 577 EH/s currently,neutral,2024-04-14 10:02:00,mining_pool,36,5
Bitcoin nodes distributed across 100 countries,neutral,2024-04-14 11:37:00,security_first,46,6
Bitcoin at 91k. Same as yesterday,neutral,2024-04-14 15:55:00,bitcoin_standard,33,6
Bitcoin nodes distributed across 99 countries,neutral,2024-04-14 17:23:00,dao_member,45,6
Lightning Network channels: 43936 active,neutral,2024-04-14 18:59:00,btc_unlimited,40,5
NVT ratio currently: 46.25,neutral,2024-04-14 23:01:00,gpu_miner,26,4
Bitcoin at 55k. Same as yesterday,neutral,2024-04-14 23:38:00,solo_miner,33,6
Bitcoin Core version 24.1 released yesterday,neutral,2024-04-15 00:06:00,crypto_coach,44,6
Lightning Network capacity at 11624 BTC,neutral,2024-04-15 07:43:00,fiat_escapist,39,6
Bitcoin accepted at 27570 merchants worldwide,positive,2024-04-15 08:05:00,sats_stacker,45,6
Bitcoin Puell Multiple reading: 45.55,neutral,2024-04-15 08:44:00,austrian_economist,37,5
Mempool size: 182 MB currently,neutral,2024-04-15 10:01:00,payment_network,30,5
Average Bitcoin transaction size is 112 bytes,neutral,2024-04-15 19:23:00,swing_trader,45,7
Unconfirmed transactions: 34583 in mempool,neutral,2024-04-15 21:12:00,early_adopter,42,5
Bitcoin price consolidating around 78k,neutral,2024-04-15 21:42:00,keynesian_critic,38,5
HODL waves showing 47% held over 1 year,neutral,2024-04-15 21:46:00,protocol_dev,39,8
Bitcoin halving countdown: 1282 days remaining,neutral,2024-04-15 22:55:00,crypto_coach,46,6
Bitcoin velocity indicator at 22.3,neutral,2024-04-15 23:45:00,whale_watcher,34,5
Daily Bitcoin transactions averaging 4638k,neutral,2024-04-16 03:37:00,exchange_dev,42,5
Network difficulty retarget in 145 hours,neutral,2024-04-16 10:02:00,asic_farmer,40,6
Bitcoin node count increased to 29768,neutral,2024-04-16 10:23:00,maximalist_tom,37,6
Coinbase premium: 24% currently,neutral,2024-04-16 12:24:00,protocol_dev,31,4
Average Bitcoin transaction size is 224 bytes,neutral,2024-04-16 13:57:00,digital_gold,45,7
Bitcoin difficulty adjustment in 125 days,neutral,2024-04-16 16:12:00,bitcoin_teacher,41,6
Bitcoin blockchain size reached 219 GB,neutral,2024-04-16 22:22:00,fiat_escapist,38,6
Bitcoin segwit adoption rate is 29 percent,neutral,2024-04-16 23:05:00,protocol_dev,42,7
Network fees collected: 35673 BTC today,neutral,2024-04-17 00:24:00,brain_wallet,39,6
Bitcoin exchange reserves: 60796 BTC,neutral,2024-04-17 02:15:00,full_node_operator,36,5
Bitcoin Puell Multiple reading: 54.32,neutral,2024-04-17 03:44:00,sound_money,37,5
Coins moved on-chain: 41145 BTC,neutral,2024-04-17 05:40:00,security_first,31,5
Current Bitcoin mempool has 32373k transactions,neutral,2024-04-17 11:27:00,exchange_dev,47,6
Bitcoin difficulty adjustment in 19 days,neutral,2024-04-17 12:08:00,nft_collector,40,6
Bitcoin dominance currently at 32%,neutral,2024-04-17 13:10:00,sats_stacker,34,5
Bitcoin at 96k. Same as yesterday,neutral,2024-04-17 21:06:00,asic_farmer,33,6
Average Bitcoin fee per transaction: 4.4 dollars,neutral,2024-04-17 23:22:00,anon_trader,48,7
Bitcoin nodes distributed across 132 countries,neutral,2024-04-18 03:17:00,crypto_skeptic,46,6
Bitcoin halving countdown: 1096 days remaining,neutral,2024-04-18 07:56:00,lightning_wallet,46,6
Bitcoin average block size is 227 MB today,neutral,2024-04-18 08:42:00,retired_early,42,8
Unconfirmed transactions: 44190 in mempool,neutral,2024-04-18 13:11:00,btc_unlimited,42,5
Bitcoin realized cap: $41390 billion,neutral,2024-04-18 13:26:00,layer_two,36,5
HODL waves showing 3% held over 1 year,neutral,2024-04-18 14:31:00,retired_early,38,8
Bitcoin blockchain size reached 272 GB,neutral,2024-04-18 15:12:00,bull_trader,38,6
Bitcoin nodes distributed across 131 countries,neutral,2024-04-18 18:31:00,privacy_maxi,46,6
Bitcoin segwit adoption rate is 33 percent,neutral,2024-04-19 01:02:00,technical_trader,42,7
Mempool size: 126 MB currently,neutral,2024-04-19 01:52:00,sats_stacker,30,5
Bitcoin halving countdown: 525 days remaining,neutral,2024-04-19 05:54:00,futures_guy,45,6
Current block height is 802725,neutral,2024-04-19 08:42:00,sound_money,30,5
Total Bitcoin addresses with balance: 20879 million,neutral,2024-04-19 09:34:00,sats_stacker,51,7
Bitcoin exchange reserves: 15959 BTC,neutral,2024-04-19 12:43:00,bitcoin_knots,36,5
Active Bitcoin addresses: 6079 million,neutral,2024-04-19 17:06:00,defi_explorer,38,5
Current block height is 805605,neutral,2024-04-19 17:39:00,mempool_observer,30,5
Bitcoin trading volume: $40027M today,neutral,2024-04-20 01:21:00,position_trader,37,5
Network fees collected: 68344 BTC today,neutral,2024-04-20 02:57:00,silver_to_btc,39,6
Total Bitcoin addresses with balance: 37879 million,neutral,2024-04-20 03:23:00,keynesian_critic,51,7
Network difficulty retarget in 317 hours,neutral,2024-04-20 04:24:00,early_adopter,40,6
Bitcoin exchange reserves: 30237 BTC,neutral,2024-04-20 06:25:00,privacy_advocate,36,5
Bitcoin market cap is 1000 billion dollars,neutral,2024-04-20 08:08:00,btc_analyst,42,7
Bitcoin Core version 26.1 released yesterday,neutral,2024-04-20 13:18:00,bitcoin_standard,44,6
Active Bitcoin addresses: 3462 million,neutral,2024-04-20 18:07:00,options_trader,38,5
Bitcoin UTXO set size reached 21735 million,neutral,2024-04-21 01:05:00,liquidity_provider,43,7
Bitcoin mining difficulty at 76 trillion,neutral,2024-04-21 01:59:00,satoshi_fan,40,6
Bitcoin UTXO set size reached 32800 million,neutral,2024-04-21 03:06:00,spot_trader,43,7
Average Bitcoin transaction size is 243 bytes,neutral,2024-04-21 04:05:00,scalper_pro,45,7
Daily Bitcoin transactions averaging 17822k,neutral,2024-04-21 04:20:00,bull_trader,43,5
Average Bitcoin fee per transaction: 2.6 dollars,neutral,2024-04-21 04:23:00,hash_power,48,7
Total Bitcoin addresses with balance: 36279 million,neutral,2024-04-21 06:36:00,mining_dev,51,7
Bitcoin node count increased to 4423,neutral,2024-04-21 11:53:00,security_first,36,6
Bitcoin mining difficulty at 68 trillion,neutral,2024-04-21 17:37:00,kyc_hater,40,6
Daily Bitcoin transactions averaging 35576k,neutral,2024-04-21 18:10:00,mempool_observer,43,5
Bitcoin node count increased to 39111,neutral,2024-04-21 19:04:00,hodler_mike,37,6
Bitcoin market cap is 420 billion dollars,neutral,2024-04-21 19:55:00,singlesig_simple,41,7
Average Bitcoin fee per transaction: 1.4 dollars,neutral,2024-04-21 21:03:00,payment_network,48,7
Bitcoin price consolidating around 38k,neutral,2024-04-22 00:32:00,defi_explorer,38,5
Mempool size: 149 MB currently,neutral,2024-04-22 01:51:00,gold_bug_btc,30,5
Total Bitcoin addresses with balance: 8913 million,neutral,2024-04-22 03:32:00,fiat_escapist,50,7
Unconfirmed transactions: 49333 in mempool,neutral,2024-04-22 03:51:00,satoshi_fan,42,5
Current Bitcoin mempool has 15402k transactions,neutral,2024-04-22 07:28:00,deflation_lover,47,6
Active Bitcoin addresses: 44323 million,neutral,2024-04-22 09:09:00,defi_explorer,39,5
Average Bitcoin transaction size is 286 bytes,neutral,2024-04-22 10:28:00,crypto_bull,45,7
Bitcoin node count increased to 36209,neutral,2024-04-22 11:30:00,hodler_mike,37,6
Bitcoin accepted at 8866 merchants worldwide,positive,2024-04-22 13:08:00,layer_two,44,6
NVT ratio currently: 57.11,neutral,2024-04-22 14:39:00,keynesian_critic,26,4
Bitcoin nodes distributed across 128 countries,neutral,2024-04-22 16:19:00,nft_collector,46,6
Bitcoin stock to flow ratio: 0.82,neutral,2024-04-22 19:39:00,brain_wallet,33,6
Mempool size: 58 MB currently,neutral,2024-04-22 20:17:00,keynesian_critic,29,5
Bitcoin market cap is 1065 billion dollars,neutral,2024-04-23 00:01:00,hardware_wallet,42,7
NVT ratio currently: 85.64,neutral,2024-04-23 04:13:00,spot_trader,26,4
Living on Bitcoin for 4 years now. Amazing,positive,2024-04-23 06:30:00,retired_early,42,8
Bitcoin average block size is 245 MB today,neutral,2024-04-23 08:44:00,anon_trader,42,8
Bitcoin hashrate: 304 EH/s currently,neutral,2024-04-23 13:36:00,lightning_node,36,5
Average Bitcoin fee per transaction: 0.7 dollars,neutral,2024-04-23 15:52:00,technical_trader,48,7
Bitcoin nodes distributed across 118 countries,neutral,2024-04-23 16:01:00,bull_trader,46,6
Miner revenue today: $19 million,neutral,2024-04-23 18:26:00,gen_z_crypto,32,5
Average Bitcoin transaction size is 80 bytes,neutral,2024-04-23 22:34:00,defi_explorer,44,7
Bitcoin trading volume: $31741M today,neutral,2024-04-24 03:19:00,position_trader,37,5
Daily Bitcoin transactions averaging 9418k,neutral,2024-04-24 04:28:00,hodler_mike,42,5
Bitcoin Puell Multiple reading: 94.04,neutral,2024-04-24 06:23:00,nakamoto_institute,37,5
Bitcoin Puell Multiple reading: 36.05,neutral,2024-04-24 07:53:00,lightning_dev,37,5
Realized profit loss ratio: 1.06,neutral,2024-04-24 10:00:00,day_trader,32,5
NVT ratio currently: 2.49,neutral,2024-04-24 16:52:00,privacy_advocate,25,4
Mempool size: 265 MB currently,neutral,2024-04-24 19:04:00,validator_node,30,5
Bitcoin realized cap: $69806 billion,neutral,2024-04-24 19:53:00,mempool_observer,36,5
Lightning Network channels: 39778 active,neutral,2024-04-24 21:12:00,payment_network,40,5
Coinbase premium: 49% currently,neutral,2024-04-25 01:28:00,on_chain_guy,31,4
Bitcoin velocity indicator at 96.65,neutral,2024-04-25 03:00:00,swing_trader,35,5
Bitcoin at 54k. Same as yesterday,neutral,2024-04-25 05:26:00,multisig_user,33,6
HODL waves showing 42% held over 1 year,neutral,2024-04-25 06:24:00,exchange_dev,39,8
Bitcoin hashrate: 548 EH/s currently,neutral,2024-04-25 10:12:00,mining_dev,36,5
Current Bitcoin mempool has 35782k transactions,neutral,2024-04-25 11:38:00,difficulty_watcher,47,6
Bitcoin market cap is 1098 billion dollars,neutral,2024-04-25 14:27:00,settlement_layer,42,7
Bitcoin halving countdown: 932 days remaining,neutral,2024-04-25 16:35:00,nft_collector,45,6
Coins moved on-chain: 22501 BTC,neutral,2024-04-25 21:27:00,financial_freedom,31,5
Mempool size: 248 MB currently,neutral,2024-04-25 22:43:00,privacy_maxi,30,5
Bitcoin accepted at 31209 merchants worldwide,positive,2024-04-25 23:52:00,whale_watcher,45,6
Average Bitcoin fee per transaction: 1.8 dollars,neutral,2024-04-26 03:02:00,halving_counter,48,7
Miner revenue today: $23 million,neutral,2024-04-26 07:04:00,dca_investor,32,5
Bitcoin taproot upgrade activated 9 years ago,neutral,2024-04-26 10:38:00,day_trader,45,7
Average Bitcoin transaction size is 172 bytes,neutral,2024-04-26 15:47:00,singlesig_simple,45,7
Bitcoin market cap is 1055 billion dollars,neutral,2024-04-26 19:30:00,btc_analyst,42,7
Miner revenue today: $37 million,neutral,2024-04-26 20:17:00,retail_investor,32,5
Bitcoin exchange reserves: 46060 BTC,neutral,2024-04-26 21:37:00,keynesian_critic,36,5
Bitcoin hashrate: 533 EH/s currently,neutral,2024-04-26 22:22:00,gpu_miner,36,5
Bitcoin segwit adoption rate is 28 percent,neutral,2024-04-26 22:51:00,singlesig_simple,42,7
Coins moved on-chain: 36697 BTC,neutral,2024-04-27 04:55:00,halving_counter,31,5
Bitcoin halving countdown: 1006 days remaining,neutral,2024-04-27 07:57:00,gen_z_crypto,46,6
Bitcoin mining difficulty increased by 43%,neutral,2024-04-27 08:39:00,validator_node,42,6
Bitcoin accepted at 5639 merchants worldwide,positive,2024-04-27 09:39:00,full_node_operator,44,6
Bitcoin market cap is 989 billion dollars,neutral,2024-04-27 10:38:00,gpu_miner,41,7
Bitcoin at 30k. Same as yesterday,neutral,2024-04-27 12:55:00,nakamoto_institute,33,6
Bitcoin accepted at 4376 merchants worldwide,positive,2024-04-27 14:31:00,fiat_escapist,44,6
Mempool size: 198 MB currently,neutral,2024-04-27 16:50:00,austrian_economist,30,5
Bitcoin mining difficulty increased by 5%,neutral,2024-04-27 17:24:00,scalper_pro,41,6
Bitcoin accepted at 5997 merchants worldwide,positive,2024-04-27 21:40:00,asic_farmer,44,6
Bitcoin segwit adoption rate is 41 percent,neutral,2024-04-27 22:27:00,anon_trader,42,7
Bitcoin dominance currently at 35%,neutral,2024-04-27 23:21:00,difficulty_watcher,34,5
Current Bitcoin mempool has 39999k transactions,neutral,2024-04-28 01:53:00,silver_to_btc,47,6
Current Bitcoin mempool has 32549k transactions,neutral,2024-04-28 03:09:00,bitcoin_standard,47,6
Current block height is 815562,neutral,2024-04-28 05:48:00,payment_network,30,5
Bitcoin taproot upgrade activated 1 years ago,neutral,2024-04-28 06:17:00,hard_money,45,7
NVT ratio currently: 82.36,neutral,2024-04-28 07:16:00,boomer_hodler,26,4
Network fees collected: 80216 BTC today,neutral,2024-04-28 08:16:00,cold_storage,39,6
Bitcoin mining difficulty at 82 trillion,neutral,2024-04-28 08:20:00,retail_investor,40,6
Network difficulty retarget in 185 hours,neutral,2024-04-28 09:58:00,retired_early,40,6
Bitcoin realized cap: $4906 billion,neutral,2024-04-28 10:24:00,open_source,35,5
Network difficulty retarget in 113 hours,neutral,2024-04-28 11:53:00,bull_trader,40,6
Bitcoin accepted at 1620 merchants worldwide,positive,2024-04-28 13:47:00,anon_trader,44,6
Bitcoin blockchain size reached 232 GB,neutral,2024-04-28 21:57:00,keynesian_critic,38,6
Bitcoin mining difficulty at 60 trillion,neutral,2024-04-28 22:25:00,hardware_wallet,40,6
Bitcoin price consolidating around 57k,neutral,2024-04-29 07:14:00,arbitrage_king,38,5
Bitcoin UTXO set size reached 17212 million,neutral,2024-04-29 08:11:00,spot_trader,43,7
Daily Bitcoin transactions averaging 28763k,neutral,2024-04-29 09:07:00,lightning_fan,43,5
Bitcoin nodes distributed across 147 countries,neutral,2024-04-29 09:12:00,day_trader,46,6
Bitcoin price consolidating around 82k,neutral,2024-04-29 13:32:00,alternative_client,38,5
Bitcoin dominance currently at 9%,neutral,2024-04-29 16:22:00,full_node_operator,33,5
Bitcoin mining difficulty increased by 17%,neutral,2024-04-29 22:24:00,privacy_maxi,42,6
Average Bitcoin transaction size is 99 bytes,neutral,2024-04-30 00:07:00,retail_investor,44,7
Current block height is 808162,neutral,2024-04-30 00:31:00,early_adopter,30,5
Bitcoin whitepaper anniversary today. 3 years,neutral,2024-04-30 04:34:00,maximalist_tom,45,6
Daily Bitcoin transactions averaging 3176k,neutral,2024-04-30 04:46:00,sats_stacker,42,5
Coins moved on-chain: 6041 BTC,neutral,2024-04-30 05:41:00,mining_pool,30,5
Bitcoin UTXO set size reached 2416 million,neutral,2024-04-30 13:25:00,security_first,42,7
Total Bitcoin addresses with balance: 23765 million,neutral,2024-04-30 20:33:00,security_first,51,7
This bull run will be epic! Bitcoin to 53k,positive,2024-04-30 21:04:00,trader_joe,42,9
Current block height is 801530,neutral,2024-04-30 22:28:00,custodial_service,30,5
Bitcoin accepted at 17081 merchants worldwide,positive,2024-05-01 01:59:00,silver_to_btc,45,6
Bitcoin velocity indicator at 78.83,neutral,2024-05-01 04:15:00,mining_pro,35,5
Bitcoin exchange reserves: 69060 BTC,neutral,2024-05-01 10:37:00,node_runner,36,5
Bitcoin at 77k. Same as yesterday,neutral,2024-05-01 12:00:00,protocol_dev,33,6
Bitcoin segwit adoption rate is 34 percent,neutral,2024-05-01 14:45:00,boomer_hodler,42,7
Bitcoin mining difficulty increased by 38%,neutral,2024-05-01 16:37:00,lightning_dev,42,6
Network difficulty retarget in 190 hours,neutral,2024-05-01 19:43:00,brain_wallet,40,6
Lightning Network channels: 16669 active,neutral,2024-05-01 20:13:00,lightning_wallet,40,5
NVT ratio currently: 93.71,neutral,2024-05-01 22:39:00,crypto_skeptic,26,4
Bitcoin mining difficulty at 90 trillion,neutral,2024-05-01 23:55:00,austrian_economist,40,6
Bitcoin dominance currently at 24%,neutral,2024-05-02 00:30:00,mining_dev,34,5
Bitcoin inflation rate: 22% annually,neutral,2024-05-02 03:02:00,wallet_dev,36,5
Lightning Network capacity at 23364 BTC,neutral,2024-05-02 04:02:00,dao_member,39,6
Bitcoin fear and greed index: 98.85,neutral,2024-05-02 05:29:00,crypto_skeptic,35,6
Bitcoin exchange reserves: 16882 BTC,neutral,2024-05-02 07:45:00,lightning_dev,36,5
Unconfirmed transactions: 20072 in mempool,neutral,2024-05-02 08:57:00,financial_freedom,42,5
Active Bitcoin addresses: 41098 million,neutral,2024-05-02 10:21:00,payment_network,39,5
Network difficulty retarget in 311 hours,neutral,2024-05-02 10:26:00,early_adopter,40,6
Bitcoin stock to flow ratio: 1.45,neutral,2024-05-02 14:34:00,dca_investor,33,6
Bitcoin average block size is 76 MB today,neutral,2024-05-02 14:39:00,hard_money,41,8
Bitcoin inflation rate: 34% annually,neutral,2024-05-03 02:43:00,unit_of_account,36,5
Bitcoin trading volume: $26527M today,neutral,2024-05-03 03:21:00,nft_collector,37,5
Network fees collected: 41601 BTC today,neutral,2024-05-03 13:08:00,kyc_hater,39,6
Current Bitcoin mempool has 32920k transactions,neutral,2024-05-04 01:28:00,layer_two,47,6
Bitcoin exchange reserves: 59601 BTC,neutral,2024-05-04 02:19:00,on_chain_guy,36,5
Bitcoin price consolidating around 67k,neutral,2024-05-04 04:26:00,security_first,38,5
Bitcoin UTXO set size reached 27599 million,neutral,2024-05-04 07:18:00,btc_unlimited,43,7
Bitcoin at 61k. Same as yesterday,neutral,2024-05-04 08:04:00,scalper_pro,33,6
